x, y, z, density
-0.576206, -0.626823, -0.003910, 0.000000
-0.756363, 0.703082, -0.367492, 0.000000
0.393763, -0.311088, 0.504753, 1.000000
-0.244315, 0.046289, -0.445958, 1.000000
0.580000, 0.522837, -0.892172, 0.000000
-0.887227, 0.400123, 0.671367, 0.000000
0.594721, -0.332300, -0.027973, 1.000000
0.250996, -0.551491, 0.538899, 1.000000
0.407509, -0.195517, -0.249182, 1.000000
-0.002935, -0.828723, -0.442804, 0.000000
-0.862627, 0.257688, -0.838222, 0.000000
0.305320, -0.827714, 0.751673, 0.000000
-0.174176, 0.852524, 0.814812, 0.000000
0.247574, 0.122112, -0.332667, 1.000000
-0.401444, 0.832581, 0.644968, 0.000000
0.647002, 0.535584, 0.751865, 0.000000
-0.504838, -0.134752, -0.756979, 0.000000
0.709404, -0.157969, 0.758977, 0.000000
-0.684202, 0.609978, 0.456343, 0.000000
0.048503, -0.066629, -0.474363, 1.000000
0.611700, -0.519390, -0.777157, 0.000000
0.398974, 0.364085, 0.068964, 1.000000
0.579312, 0.741748, -0.895391, 0.000000
-0.746424, -0.402790, -0.450272, 0.000000
0.875144, 0.098219, 0.598692, 0.000000
0.220912, -0.472278, -0.555803, 1.000000
0.578998, -0.188844, 0.762690, 0.000000
-0.887681, 0.877721, -0.060179, 0.000000
0.183741, 0.898350, 0.487818, 0.000000
-0.036058, -0.221535, 0.474219, 1.000000
-0.004508, -0.528178, 0.161471, 1.000000
-0.513168, -0.406489, 0.068459, 1.000000
-0.242348, 0.827345, -0.030057, 0.000000
0.169266, 0.009815, 0.554029, 1.000000
0.493988, 0.839299, 0.749346, 0.000000
-0.191768, 0.025654, -0.727741, 1.000000
-0.735206, 0.696141, 0.131541, 0.000000
0.217178, 0.054012, -0.158770, 1.000000
-0.474425, 0.473307, -0.064020, 1.000000
-0.406596, -0.546840, 0.444816, 1.000000
0.433516, -0.156611, 0.094120, 1.000000
-0.401756, -0.488613, 0.160476, 1.000000
-0.364874, 0.148276, 0.250056, 1.000000
0.185481, -0.419162, -0.516203, 1.000000
-0.818848, -0.623050, -0.403924, 0.000000
0.294564, -0.803109, -0.230186, 0.000000
0.198973, 0.678512, 0.838921, 0.000000
0.416309, 0.037238, -0.744114, 0.000000
-0.661000, -0.701571, 0.697049, 0.000000
-0.844772, -0.564073, 0.662497, 0.000000
0.168462, 0.619920, -0.275461, 1.000000
-0.511813, -0.402621, 0.281493, 1.000000
-0.378970, 0.573607, -0.291439, 1.000000
-0.286090, -0.092010, -0.096810, 1.000000
-0.782268, 0.500767, 0.827537, 0.000000
0.607017, -0.733607, 0.635549, 0.000000
0.113147, -0.020351, -0.343738, 1.000000
-0.656897, -0.068025, 0.164381, 1.000000
-0.006905, -0.670515, 0.815147, 0.000000
0.687863, -0.173439, 0.881588, 0.000000
0.346197, -0.231879, -0.040984, 1.000000
0.807669, 0.175965, 0.788019, 0.000000
-0.498873, -0.368098, -0.382215, 1.000000
0.368093, -0.383122, 0.149951, 1.000000
0.523936, -0.198880, 0.461948, 1.000000
0.125368, -0.658467, 0.124236, 1.000000
0.158534, 0.838485, -0.446474, 0.000000
-0.265380, -0.232273, 0.240791, 1.000000
0.382098, 0.622053, 0.216897, 1.000000
0.837027, -0.404790, 0.762695, 0.000000
0.130598, -0.582277, 0.201859, 1.000000
0.352190, -0.652210, 0.753079, 0.000000
-0.747003, -0.691988, 0.415785, 0.000000
0.044705, -0.481696, 0.888443, 0.000000
0.877629, -0.123300, -0.532873, 0.000000
0.211006, 0.165068, 0.234635, 1.000000
0.493502, -0.649048, -0.134009, 0.000000
-0.820605, -0.476751, 0.595609, 0.000000
-0.371172, -0.250052, -0.058938, 1.000000
-0.092008, 0.450428, 0.838729, 0.000000
-0.710522, -0.047989, -0.049111, 1.000000
0.406600, 0.745030, 0.350653, 0.000000
-0.468220, 0.162469, -0.566618, 1.000000
0.281422, -0.384149, 0.719733, 0.000000
-0.749719, 0.594349, -0.477373, 0.000000
0.526911, -0.048126, -0.205248, 1.000000
0.838434, -0.746479, 0.884723, 0.000000
-0.812512, 0.673826, -0.837600, 0.000000
-0.372850, -0.169810, -0.614381, 1.000000
-0.291988, 0.535583, 0.663754, 0.000000
0.282942, 0.614169, -0.749152, 0.000000
0.326783, -0.322848, 0.884535, 0.000000
0.782179, 0.215258, -0.235505, 0.000000
0.809067, -0.118464, -0.185865, 0.000000
0.177677, 0.081255, 0.469742, 1.000000
-0.537077, -0.139828, -0.873860, 0.000000
-0.896870, -0.282397, -0.022181, 0.000000
0.414456, -0.136943, 0.259957, 1.000000
-0.550047, 0.201073, 0.632149, 0.000000
0.075832, 0.881529, 0.125216, 0.000000
-0.333471, 0.547010, -0.720007, 0.000000
0.249404, -0.598454, 0.290820, 1.000000
0.855860, 0.028329, -0.820292, 0.000000
-0.863639, -0.553871, 0.054689, 0.000000
-0.123255, -0.232910, -0.357701, 1.000000
0.503148, 0.515156, 0.058385, 1.000000
0.146559, 0.898463, -0.831495, 0.000000
0.236538, -0.002657, 0.084896, 1.000000
0.747817, 0.473387, 0.545964, 0.000000
-0.066377, 0.794248, -0.738986, 0.000000
-0.208419, 0.347807, 0.372657, 1.000000
0.256581, 0.393680, -0.478735, 1.000000
0.652926, -0.284121, -0.009143, 1.000000
-0.547245, 0.268320, -0.144308, 1.000000
-0.422481, -0.006099, -0.862461, 0.000000
0.639349, -0.519678, -0.338047, 0.000000
0.082109, -0.749700, 0.888217, 0.000000
-0.323204, -0.012442, -0.312607, 1.000000
0.412945, -0.840852, 0.321713, 0.000000
0.670561, -0.433322, 0.011796, 1.000000
0.207203, 0.692876, -0.539128, 0.000000
0.819310, 0.526466, -0.299689, 0.000000
0.472997, 0.130238, 0.591235, 1.000000
0.229137, 0.530481, 0.590273, 0.000000
0.489995, -0.625277, 0.607779, 0.000000
-0.364462, 0.177189, -0.098707, 1.000000
-0.765959, 0.460550, 0.762813, 0.000000
0.680864, -0.700087, 0.816026, 0.000000
0.047469, -0.769861, -0.401663, 0.000000
0.029261, -0.640767, -0.192848, 1.000000
0.099515, 0.429197, -0.662441, 1.000000
0.654299, -0.496552, -0.767821, 0.000000
0.455307, 0.204890, -0.646061, 1.000000
0.230610, -0.551399, 0.460747, 1.000000
0.532404, -0.266761, -0.295999, 1.000000
0.479377, 0.776209, 0.754947, 0.000000
0.763962, 0.470432, -0.547893, 0.000000
0.252679, -0.271827, -0.103697, 1.000000
0.515530, 0.403012, -0.218412, 1.000000
-0.786239, 0.697862, 0.408385, 0.000000
0.630535, 0.548813, -0.006368, 0.000000
-0.567027, -0.358674, -0.829318, 0.000000
-0.614236, 0.358538, -0.225366, 1.000000
0.171957, 0.084786, 0.291545, 1.000000
0.783002, 0.585329, 0.148316, 0.000000
-0.764500, 0.432426, 0.717140, 0.000000
-0.011189, 0.545724, 0.149557, 1.000000
-0.160047, -0.898441, 0.272078, 0.000000
-0.800979, -0.118518, 0.450564, 0.000000
0.095606, 0.051910, 0.185391, 1.000000
0.472807, -0.290014, 0.119693, 1.000000
0.845798, -0.411242, 0.802552, 0.000000
0.128956, 0.166683, -0.797917, 0.000000
-0.834913, -0.573998, -0.651742, 0.000000
0.199888, 0.840503, -0.090580, 0.000000
-0.709441, 0.309047, 0.504303, 0.000000
-0.017312, -0.375872, -0.358763, 1.000000
-0.626724, 0.631711, -0.315796, 0.000000
-0.752620, -0.015324, -0.899748, 0.000000
0.864087, 0.508860, -0.226541, 0.000000
0.042314, 0.874250, 0.029506, 0.000000
0.190585, -0.739457, -0.004660, 1.000000
0.473675, -0.005005, 0.291500, 1.000000
0.024583, -0.655347, -0.496930, 0.000000
0.090259, -0.885384, 0.814852, 0.000000
0.701127, -0.820654, -0.139912, 0.000000
-0.363517, 0.518010, -0.811783, 0.000000
-0.109926, -0.264663, -0.255328, 1.000000
-0.060467, -0.369333, 0.421079, 1.000000
0.258900, -0.036808, -0.468092, 1.000000
0.169491, -0.237252, 0.142720, 1.000000
0.802522, 0.718230, -0.655254, 0.000000
-0.141646, -0.274028, -0.658416, 1.000000
0.632221, -0.822588, -0.100786, 0.000000
-0.366576, 0.355017, 0.038264, 1.000000
0.305708, 0.512127, 0.021106, 1.000000
0.851295, -0.234379, 0.483618, 0.000000
0.259596, -0.194853, -0.210343, 1.000000
0.767102, -0.130938, -0.574771, 0.000000
0.814957, 0.371292, -0.732129, 0.000000
-0.240022, -0.328723, -0.164721, 1.000000
-0.133697, -0.873689, 0.372072, 0.000000
-0.186973, -0.264692, 0.108667, 1.000000
0.311232, -0.592631, 0.633794, 0.000000
0.896287, -0.111664, -0.215230, 0.000000
0.088705, 0.009389, -0.531758, 1.000000
0.880894, -0.110183, -0.708642, 0.000000
-0.155404, -0.316267, -0.548784, 1.000000
-0.585463, -0.021916, 0.360586, 1.000000
-0.847498, -0.589031, -0.209819, 0.000000
-0.173269, 0.404777, 0.712689, 0.000000
-0.788948, 0.213295, 0.043110, 0.000000
-0.841155, 0.040918, 0.309823, 0.000000
0.069825, -0.030336, -0.036321, 1.000000
-0.343041, -0.587863, -0.643356, 0.000000
-0.317867, -0.378673, 0.184263, 1.000000
-0.836445, 0.018989, 0.412121, 0.000000
-0.079826, -0.293323, 0.159459, 1.000000
0.206796, -0.642548, 0.723579, 0.000000
-0.380407, -0.793977, -0.800343, 0.000000
-0.883136, -0.106374, -0.213052, 0.000000
-0.704987, -0.107053, 0.565749, 0.000000
0.632704, 0.166813, -0.191121, 1.000000
-0.317777, 0.186388, 0.098976, 1.000000
0.365281, -0.457622, 0.441672, 1.000000
-0.795095, 0.538114, 0.815625, 0.000000
-0.203453, -0.466853, -0.528737, 1.000000
-0.128809, -0.219958, 0.696898, 1.000000
-0.414808, -0.202144, 0.050754, 1.000000
-0.702522, 0.770031, 0.667964, 0.000000
-0.092582, -0.762609, -0.682756, 0.000000
0.643077, 0.041457, 0.791977, 0.000000
0.185193, 0.053807, 0.422153, 1.000000
-0.413134, -0.518086, -0.502852, 0.000000
0.843088, -0.343433, 0.824307, 0.000000
0.472623, 0.357877, -0.504692, 1.000000
-0.424849, 0.777602, 0.794388, 0.000000
0.093111, -0.557866, -0.158257, 1.000000
-0.788970, -0.276704, -0.723867, 0.000000
-0.790202, -0.015252, -0.552131, 0.000000
-0.478950, 0.550789, 0.528066, 0.000000
-0.610940, 0.273911, -0.616633, 0.000000
-0.024781, -0.561571, 0.527278, 1.000000
-0.304715, 0.010846, -0.491722, 1.000000
-0.480914, 0.898397, -0.695665, 0.000000
-0.753630, -0.585549, 0.038895, 0.000000
-0.328851, -0.044753, 0.384084, 1.000000
-0.081481, 0.702013, 0.738338, 0.000000
0.174597, -0.675845, -0.197612, 1.000000
-0.861452, -0.739338, -0.643630, 0.000000
0.582445, 0.380272, 0.820577, 0.000000
-0.824911, -0.297049, -0.023887, 0.000000
-0.578375, 0.623294, 0.096081, 0.000000
-0.047660, 0.764933, -0.746655, 0.000000
0.627099, 0.604529, 0.896068, 0.000000
0.505421, -0.235300, 0.656617, 0.000000
0.292771, -0.407843, -0.546336, 1.000000
-0.262886, -0.686468, -0.855119, 0.000000
0.094712, 0.336939, -0.798988, 0.000000
-0.605519, 0.382048, -0.523856, 0.000000
0.889017, -0.495780, 0.711635, 0.000000
0.806917, -0.096486, -0.371707, 0.000000
0.296088, -0.296126, 0.063108, 1.000000
0.592000, 0.024506, 0.780987, 0.000000
-0.186945, -0.762327, -0.136108, 1.000000
-0.378989, -0.553581, 0.230917, 1.000000
0.587870, -0.616331, 0.499593, 0.000000
-0.620699, -0.541262, 0.806606, 0.000000
0.638095, 0.366278, 0.064537, 1.000000
-0.237146, -0.821122, 0.272443, 0.000000
-0.263497, -0.875798, 0.721272, 0.000000
0.676453, 0.213420, 0.307250, 1.000000
0.782110, 0.833689, 0.447062, 0.000000
0.866430, 0.346799, 0.765265, 0.000000
0.218970, 0.300954, -0.130518, 1.000000
0.384873, 0.263674, -0.248649, 1.000000
0.565895, -0.732978, -0.670733, 0.000000
-0.525486, -0.705576, -0.115614, 0.000000
0.308626, -0.759491, 0.260345, 0.000000
-0.742384, 0.146662, -0.646826, 0.000000
-0.486495, 0.385093, -0.886101, 0.000000
-0.094846, -0.806605, -0.867638, 0.000000
-0.690527, -0.562908, -0.557918, 0.000000
0.522693, -0.332858, -0.261491, 1.000000
0.772198, 0.208635, -0.534558, 0.000000
-0.475974, 0.212188, 0.020380, 1.000000
0.677089, -0.334531, 0.159523, 1.000000
0.271137, -0.138407, 0.150370, 1.000000
0.498881, 0.216937, 0.210056, 1.000000
0.096966, -0.074270, -0.445515, 1.000000
-0.312620, 0.686278, 0.294784, 1.000000
0.545484, 0.204481, 0.755340, 0.000000
-0.738979, -0.885819, 0.138132, 0.000000
0.111785, 0.418204, 0.689675, 1.000000
0.034674, -0.134674, 0.899417, 0.000000
-0.534936, -0.599621, -0.497280, 0.000000
0.547619, -0.884531, -0.368441, 0.000000
0.445468, -0.534746, -0.021455, 1.000000
-0.207738, 0.067193, -0.098600, 1.000000
-0.666642, -0.665151, -0.610955, 0.000000
-0.797204, -0.391992, 0.651505, 0.000000
-0.478433, 0.809479, 0.513103, 0.000000
0.637799, 0.376649, 0.869618, 0.000000
-0.285351, 0.526216, 0.667470, 0.000000
0.666736, -0.512514, 0.543970, 0.000000
-0.059280, -0.321406, -0.087068, 1.000000
-0.346533, -0.002252, 0.533368, 1.000000
0.492305, -0.447273, -0.642232, 0.000000
-0.488095, -0.100850, 0.802984, 0.000000
-0.682358, -0.492763, 0.857271, 0.000000
-0.263401, -0.104839, 0.411678, 1.000000
0.612841, 0.541558, 0.201124, 0.000000
0.587317, 0.529581, -0.361662, 0.000000
0.874944, -0.601311, 0.515959, 0.000000
0.830679, 0.311763, 0.451261, 0.000000
-0.360197, 0.297154, -0.898651, 0.000000
-0.696398, -0.389172, 0.409612, 0.000000
0.532650, -0.481484, -0.415905, 0.000000
-0.158565, 0.700531, 0.080035, 1.000000
0.739110, -0.157941, 0.340895, 0.000000
0.097881, -0.221169, -0.860909, 0.000000
-0.676956, -0.003457, 0.852325, 0.000000
0.440786, -0.210193, -0.525353, 1.000000
0.773517, -0.018579, -0.436286, 0.000000
0.289214, -0.447058, -0.685465, 0.000000
0.199396, 0.089123, 0.556119, 1.000000
0.376761, -0.255344, 0.165876, 1.000000
0.058508, 0.404916, 0.441409, 1.000000
-0.631403, 0.737443, -0.475616, 0.000000
-0.814142, 0.179487, 0.778746, 0.000000
-0.403637, -0.234549, -0.529245, 1.000000
0.855913, -0.720458, -0.555881, 0.000000
-0.476192, 0.704545, -0.356446, 0.000000
0.004333, -0.109055, 0.414909, 1.000000
-0.136332, -0.132195, -0.694755, 1.000000
-0.419913, -0.509504, 0.312544, 1.000000
-0.850071, 0.576876, 0.648371, 0.000000
-0.106737, -0.442942, 0.313922, 1.000000
-0.874145, -0.276478, -0.721621, 0.000000
0.867993, -0.318640, 0.772912, 0.000000
0.857935, -0.022806, 0.522200, 0.000000
-0.218827, 0.802396, -0.281691, 0.000000
0.468592, 0.191661, 0.057902, 1.000000
-0.072212, -0.746039, -0.666339, 0.000000
-0.552735, 0.291628, -0.488441, 1.000000
0.729515, 0.870279, 0.539428, 0.000000
0.300539, -0.372162, -0.119060, 1.000000
-0.878548, -0.758892, -0.821657, 0.000000
0.343788, 0.056939, 0.600472, 1.000000
-0.027680, 0.002618, -0.682377, 1.000000
-0.271541, -0.640681, 0.674489, 0.000000
0.881538, -0.327449, -0.512319, 0.000000
-0.837363, -0.438408, 0.259803, 0.000000
0.626831, 0.821197, -0.256692, 0.000000
0.483769, -0.690936, -0.389553, 0.000000
-0.060032, 0.104162, -0.721163, 1.000000
-0.224536, 0.237949, -0.007925, 1.000000
0.792088, -0.359459, -0.077016, 0.000000
0.348700, -0.685133, -0.522060, 0.000000
0.755902, -0.669845, 0.181536, 0.000000
-0.007808, 0.323206, 0.397981, 1.000000
0.303708, 0.812336, -0.390443, 0.000000
-0.823791, 0.354991, -0.628070, 0.000000
-0.615525, 0.475613, -0.806486, 0.000000
-0.827663, 0.179446, 0.613528, 0.000000
0.099718, -0.382399, 0.197117, 1.000000
0.580217, 0.340227, 0.632607, 0.000000
-0.219488, -0.346134, 0.294506, 1.000000
-0.595574, -0.062594, 0.742672, 0.000000
0.747776, 0.265552, 0.824914, 0.000000
0.361223, -0.372894, 0.794695, 0.000000
0.174266, -0.429919, 0.451667, 1.000000
-0.267893, 0.778269, -0.151267, 0.000000
0.282100, 0.139104, -0.411207, 1.000000
0.112608, -0.122569, -0.860250, 0.000000
-0.161168, 0.465343, -0.778422, 0.000000
0.774606, 0.212581, 0.363662, 0.000000
-0.784794, 0.224883, -0.619358, 0.000000
-0.304037, -0.249236, 0.102462, 1.000000
0.483787, -0.437101, -0.461362, 1.000000
0.622689, 0.481764, -0.651742, 0.000000
0.827381, 0.093516, 0.872138, 0.000000
-0.072370, -0.005410, 0.835760, 0.000000
0.591348, 0.454562, -0.737645, 0.000000
-0.668272, -0.429523, -0.359160, 0.000000
-0.122609, -0.030782, 0.761213, 1.000000
0.450472, -0.083100, 0.556635, 1.000000
0.400547, -0.422634, -0.642753, 0.000000
0.849856, 0.760895, 0.565210, 0.000000
-0.064548, 0.828619, 0.485425, 0.000000
0.753853, 0.893116, 0.568084, 0.000000
0.589712, -0.607787, -0.310855, 0.000000
-0.712129, -0.798995, 0.081262, 0.000000
-0.761311, -0.680460, -0.496692, 0.000000
0.428591, 0.178741, -0.413468, 1.000000
-0.688677, 0.132407, -0.307434, 1.000000
0.287736, -0.075405, -0.294117, 1.000000
-0.811985, -0.648294, 0.705042, 0.000000
-0.120026, 0.218612, 0.208261, 1.000000
0.253988, -0.629274, 0.661534, 0.000000
0.076959, 0.066254, 0.754926, 1.000000
-0.433334, 0.332944, 0.577418, 1.000000
-0.337547, 0.832805, -0.697842, 0.000000
0.459688, -0.686145, -0.264206, 0.000000
0.789690, 0.044605, 0.181681, 0.000000
-0.556134, -0.619350, 0.624328, 0.000000
0.348252, 0.656051, -0.136670, 1.000000
0.463129, -0.058226, -0.658153, 1.000000
-0.215913, 0.079379, -0.613314, 1.000000
-0.477878, -0.465440, 0.327433, 1.000000
0.112808, -0.868475, 0.361343, 0.000000
0.019851, 0.557261, -0.318725, 1.000000
-0.697737, 0.839929, 0.783233, 0.000000
-0.426718, -0.062494, -0.283263, 1.000000
-0.082669, 0.105368, -0.764174, 1.000000
-0.185686, -0.750611, -0.816671, 0.000000
-0.428017, -0.003490, 0.465023, 1.000000
0.843891, -0.355322, 0.203923, 0.000000
-0.204901, 0.549463, 0.567935, 1.000000
-0.846967, 0.399200, -0.704983, 0.000000
-0.463329, 0.320934, 0.535382, 1.000000
0.696540, 0.039316, 0.294430, 1.000000
-0.422293, -0.882874, 0.040890, 0.000000
0.341064, 0.521642, 0.132308, 1.000000
0.390206, -0.852012, -0.835115, 0.000000
-0.829698, -0.163511, 0.327745, 0.000000
0.674691, 0.615882, -0.063900, 0.000000
0.856637, -0.024336, -0.133435, 0.000000
-0.218872, -0.445993, 0.211325, 1.000000
-0.145550, 0.476899, 0.810486, 0.000000
-0.115853, 0.196746, 0.093669, 1.000000
0.548083, -0.249312, 0.247264, 1.000000
0.851907, 0.875978, 0.554525, 0.000000
-0.273511, 0.364655, -0.216108, 1.000000
0.272802, 0.872373, -0.392804, 0.000000
-0.854664, -0.769522, 0.297477, 0.000000
-0.301517, -0.652588, 0.719783, 0.000000
0.583405, 0.878853, 0.218815, 0.000000
-0.071430, 0.455836, 0.508687, 1.000000
0.566323, -0.821388, -0.338047, 0.000000
-0.376733, -0.537024, 0.492546, 1.000000
0.774919, -0.119472, -0.405129, 0.000000
0.482229, -0.320261, -0.288015, 1.000000
0.193032, 0.594980, 0.220497, 1.000000
-0.676639, 0.036056, -0.600678, 0.000000
0.277275, -0.797904, -0.172788, 0.000000
-0.517484, 0.533340, 0.220313, 1.000000
-0.558584, -0.609170, 0.619706, 0.000000
-0.488788, -0.828186, -0.150416, 0.000000
0.188185, -0.623530, -0.686150, 0.000000
-0.582587, -0.412495, 0.206313, 1.000000
-0.137741, -0.311457, 0.440732, 1.000000
-0.107922, 0.806937, 0.401201, 0.000000
0.859209, -0.180487, 0.505900, 0.000000
0.070767, 0.062558, 0.409050, 1.000000
0.252024, 0.324255, 0.662443, 1.000000
0.486733, -0.401116, -0.468143, 1.000000
-0.453357, 0.051806, -0.081116, 1.000000
0.778279, 0.609201, 0.378307, 0.000000
-0.043513, -0.653116, 0.252093, 1.000000
-0.411271, 0.742782, -0.344693, 0.000000
0.052801, -0.212722, -0.302518, 1.000000
-0.304506, -0.587425, 0.032215, 1.000000
-0.663005, 0.422414, -0.581944, 0.000000
-0.238577, 0.197652, 0.325135, 1.000000
0.403437, -0.558751, 0.486225, 0.000000
-0.060551, -0.111074, 0.528654, 1.000000
-0.692904, -0.782108, 0.251818, 0.000000
0.352662, -0.332920, -0.779437, 0.000000
0.778272, -0.116638, -0.841103, 0.000000
-0.361353, -0.402863, 0.067876, 1.000000
-0.771310, 0.622563, 0.725390, 0.000000
-0.810627, 0.231009, 0.105787, 0.000000
0.439611, 0.560511, 0.835240, 0.000000
-0.197205, 0.161938, 0.776288, 0.000000
-0.476325, -0.388211, 0.130667, 1.000000
0.451041, 0.786865, -0.835047, 0.000000
0.894236, 0.723063, 0.718867, 0.000000
0.769788, -0.567593, -0.772295, 0.000000
-0.538713, -0.203800, 0.213763, 1.000000
-0.182342, -0.194712, -0.238678, 1.000000
0.692375, -0.043953, 0.686478, 0.000000
0.364904, -0.781882, 0.845360, 0.000000
0.330196, 0.652907, -0.044181, 1.000000
0.621068, 0.699608, 0.161517, 0.000000
-0.406455, -0.018157, -0.114361, 1.000000
0.498821, -0.560720, 0.489557, 0.000000
0.832761, 0.740157, 0.821196, 0.000000
-0.852452, 0.030134, 0.234237, 0.000000
0.727803, -0.752144, -0.620472, 0.000000
-0.028381, -0.805061, -0.575891, 0.000000
-0.626617, 0.017743, -0.259961, 1.000000
0.401317, 0.078404, -0.263293, 1.000000
0.870429, -0.518593, -0.376574, 0.000000
0.707337, 0.548240, 0.295363, 0.000000
-0.246217, 0.145398, 0.342039, 1.000000
-0.429825, -0.783978, -0.031775, 0.000000
-0.361403, 0.479333, 0.323593, 1.000000
0.274257, -0.710200, 0.591330, 0.000000
-0.078149, -0.438760, 0.164216, 1.000000
0.852291, 0.173810, -0.855362, 0.000000
-0.741010, 0.812792, 0.177161, 0.000000
-0.552355, -0.400425, -0.149090, 1.000000
-0.298071, 0.854155, -0.612576, 0.000000
-0.885071, -0.341831, -0.267317, 0.000000
-0.220250, 0.009349, 0.249534, 1.000000
0.221426, -0.419841, 0.363939, 1.000000
-0.365537, 0.095256, -0.301457, 1.000000
0.525538, -0.068680, -0.343493, 1.000000
0.248364, 0.112249, -0.621340, 1.000000
0.496874, 0.487740, 0.334248, 1.000000
-0.254671, -0.104617, -0.210108, 1.000000
-0.135758, -0.126087, -0.381741, 1.000000
0.645866, 0.565684, 0.315754, 0.000000
-0.390499, 0.619126, -0.797385, 0.000000
0.184022, -0.842281, 0.791376, 0.000000
-0.582863, 0.766709, -0.260543, 0.000000
0.886720, -0.335977, -0.343020, 0.000000
-0.446992, 0.417137, -0.570596, 0.000000
0.759923, -0.612375, 0.398089, 0.000000
0.499997, 0.379934, 0.140335, 1.000000
0.846410, -0.893901, 0.436920, 0.000000
-0.461608, -0.035229, -0.847055, 0.000000
-0.434014, 0.844264, -0.296216, 0.000000
0.288222, 0.761010, 0.369847, 0.000000
0.733645, 0.347732, 0.054238, 0.000000
-0.552106, 0.671833, -0.280961, 0.000000
0.011384, -0.334823, 0.089529, 1.000000
0.876226, 0.570271, 0.086586, 0.000000
-0.725742, -0.034310, -0.130733, 1.000000
0.781243, -0.510569, 0.135947, 0.000000
0.470158, -0.286812, -0.737221, 0.000000
-0.767962, 0.720232, 0.632158, 0.000000
-0.487136, -0.436639, 0.048670, 1.000000
-0.047956, 0.217403, 0.084406, 1.000000
0.130559, 0.717449, 0.509184, 0.000000
0.744584, -0.328727, 0.375139, 0.000000
-0.031184, 0.186499, -0.894519, 0.000000
-0.075424, 0.864600, 0.723208, 0.000000
-0.249341, 0.368283, -0.178668, 1.000000
0.230887, 0.269387, 0.647249, 1.000000
-0.341548, 0.644458, 0.629093, 0.000000
-0.518151, 0.073919, 0.080108, 1.000000
-0.624708, 0.288034, 0.719196, 0.000000
0.315022, 0.894600, -0.217205, 0.000000
-0.420148, -0.231845, 0.571326, 1.000000
-0.091179, 0.393585, 0.206247, 1.000000
-0.873193, 0.794753, 0.488881, 0.000000
-0.296769, -0.806907, 0.328085, 0.000000
-0.493536, -0.685408, 0.818219, 0.000000
-0.249452, -0.247178, -0.463730, 1.000000
-0.653555, -0.795242, 0.135230, 0.000000
-0.225338, -0.388850, -0.313906, 1.000000
0.402207, 0.266317, 0.509166, 1.000000
0.338338, 0.418981, 0.754992, 0.000000
0.865948, -0.748787, 0.537792, 0.000000
0.555071, 0.548171, -0.029090, 1.000000
-0.759741, 0.897903, 0.519123, 0.000000
0.194941, 0.879856, 0.527351, 0.000000
0.019051, -0.544603, -0.157083, 1.000000
-0.172135, -0.557747, 0.453969, 1.000000
-0.334083, 0.891220, 0.315565, 0.000000
-0.338145, -0.400158, -0.667763, 0.000000
-0.745362, 0.750809, -0.647108, 0.000000
0.232268, -0.708171, -0.321374, 1.000000
-0.400778, 0.782265, 0.818977, 0.000000
0.682598, 0.001173, -0.390141, 1.000000
-0.784838, 0.183664, -0.523009, 0.000000
0.426957, 0.870305, -0.185299, 0.000000
0.194430, 0.892504, -0.163458, 0.000000
-0.431093, -0.474729, -0.249156, 1.000000
-0.158289, 0.304107, 0.550028, 1.000000
-0.380186, -0.507931, 0.086731, 1.000000
0.544130, 0.808597, 0.762389, 0.000000
0.659958, 0.250700, 0.114871, 1.000000
-0.001991, -0.559836, -0.026548, 1.000000
0.881065, -0.307953, -0.081585, 0.000000
-0.899302, 0.701923, 0.717674, 0.000000
-0.297671, 0.506343, 0.123174, 1.000000
-0.737558, 0.594492, 0.416193, 0.000000
-0.401674, -0.738824, 0.558747, 0.000000
0.403512, -0.807851, 0.238747, 0.000000
-0.327530, -0.283907, 0.511734, 1.000000
-0.344399, 0.615161, -0.830579, 0.000000
0.838833, -0.881870, 0.151251, 0.000000
-0.099979, 0.835625, -0.646528, 0.000000
-0.500771, 0.201964, -0.498436, 1.000000
0.210432, 0.815600, 0.850844, 0.000000
-0.466844, -0.748486, -0.484451, 0.000000
0.376275, 0.800912, 0.783407, 0.000000
-0.050626, -0.136954, 0.075637, 1.000000
0.662005, 0.653196, -0.821786, 0.000000
0.677213, -0.246727, 0.707095, 0.000000
-0.554287, -0.837833, -0.564891, 0.000000
-0.621597, 0.845013, -0.182270, 0.000000
0.848056, 0.069450, 0.211675, 0.000000
0.154956, -0.392960, 0.647105, 1.000000
-0.450526, -0.640336, -0.743231, 0.000000
-0.321287, 0.432652, 0.536493, 1.000000
0.825318, 0.049296, 0.521059, 0.000000
-0.042385, -0.338348, 0.213611, 1.000000
0.627033, -0.035483, -0.300434, 1.000000
-0.228631, 0.016766, -0.200079, 1.000000
0.821603, -0.884383, 0.061253, 0.000000
-0.071182, 0.627500, -0.854588, 0.000000
0.020323, -0.546233, 0.025633, 1.000000
0.759404, 0.841180, 0.406809, 0.000000
0.504022, 0.282989, 0.312135, 1.000000
-0.298258, 0.897573, -0.041648, 0.000000
0.134398, -0.105743, 0.289243, 1.000000
-0.750174, -0.260651, -0.506698, 0.000000
-0.640817, 0.665410, -0.788902, 0.000000
-0.248317, 0.823890, 0.070226, 0.000000
0.169552, 0.028210, 0.455460, 1.000000
0.115832, 0.375317, 0.085225, 1.000000
